,filename,aug,scores,original_height,original_width,boxes,count
10,P._C._Skovgaard_-_Stille_Sommeraften_ved_en_Indsø.png,vignette,"[0.51953125, 0.5390625, 0.5078125, 0.53515625, 0.55859375, 0.423828125, 0.41796875, 0.408203125]",1182,1500,"[[555.566650390625, 572.4703369140625, 639.4520263671875, 736.8012084960938], [352.6530456542969, 516.4793090820312, 476.0967102050781, 742.40966796875], [-1.4424920082092285, -0.2913571000099182, 455.30816650390625, 1091.5804443359375], [455.8887939453125, 509.78741455078125, 574.5247802734375, 731.368896484375], [529.10302734375, 0.4243013262748718, 1501.5728759765625, 959.483642578125], [245.39825439453125, 502.102783203125, 356.7447814941406, 739.2079467773438], [680.3162841796875, 192.56942749023438, 1204.860595703125, 943.4115600585938], [604.8567504882812, 553.9049682617188, 723.0820922851562, 734.4774780273438]]",8
11,"Turner_-_Regulus,_1828,_reworked_1837,_N00519.jpg",vignette,[],1095,1500,[],0
12,"F._C._Kiærskou_-_Forest_scene_in_Jægersborg_Dyrehave,_Copenhagen_(1854).jpg",vignette,"[0.88671875, 0.84765625, 0.85546875, 0.4609375, 0.6015625, 0.89453125, 0.4296875, 0.54296875, 0.7265625, 0.77734375]",848,1200,"[[333.3424987792969, 499.8241882324219, 397.0490417480469, 609.1907958984375], [1017.7347412109375, 267.2410888671875, 1199.6619873046875, 635.1622924804688], [151.61390686035156, 325.5073547363281, 338.7332763671875, 636.2846069335938], [39.23734664916992, 264.86468505859375, 193.47860717773438, 619.7025146484375], [0.06933510303497314, 244.32017517089844, 193.2034149169922, 618.2803955078125], [613.1331787109375, 190.55328369140625, 932.8540649414062, 654.4418334960938], [436.6984558105469, 565.8621215820312, 479.38714599609375, 597.5086059570312], [-1.5131726264953613, 243.68505859375, 104.3663101196289, 530.5966186523438], [482.9966735839844, 432.1678771972656, 662.8904418945312, 604.1004638671875], [860.69189453125, 286.6458435058594, 1047.9859619140625, 653.8638916015625]]",10
13,"Johan_Christian_Dahl_-_Nordic_Landscape_with_a_dead_Tree_-_NG.M.00410_-_National_Museum_of_Art,_Architecture_and_Design.jpg",vignette,"[0.45703125, 0.4765625, 0.431640625, 0.82421875, 0.85546875, 0.4140625, 0.796875, 0.4609375, 0.486328125, 0.73828125, 0.4140625, 0.4140625, 0.73046875, 0.68359375]",1223,1500,"[[780.0718383789062, 511.3070068359375, 804.8839111328125, 532.5536499023438], [780.697998046875, 560.0870361328125, 822.8780517578125, 593.76708984375], [1174.597900390625, 685.1072998046875, 1200.821533203125, 712.1926879882812], [527.5509033203125, 575.4046020507812, 699.650634765625, 974.6337890625], [1219.636474609375, 647.6647338867188, 1440.3447265625, 893.5935668945312], [519.1832885742188, 719.3330078125, 567.4973754882812, 775.9490356445312], [33.34572982788086, 692.0464477539062, 189.6954345703125, 990.5261840820312], [863.4877319335938, 510.4791564941406, 889.4506225585938, 527.6851806640625], [368.81268310546875, 717.7783203125, 413.62890625, 769.7528076171875], [730.6262817382812, 505.52197265625, 760.7044067382812, 533.7953491210938], [1051.46630859375, 888.5563354492188, 1109.52978515625, 940.4688110351562], [1009.5042724609375, 693.651611328125, 1081.3021240234375, 742.57421875], [830.9854736328125, 498.5562744140625, 859.7282104492188, 523.8497924804688], [958.3765258789062, 643.3655395507812, 984.5232543945312, 667.14697265625]]",14
14,Carl_Frederik_Aagaard_-_Gamle_Piletræer_ved_en_Indsø.png,vignette,"[0.54296875, 0.59375, 0.4375, 0.52734375, 0.416015625, 0.466796875, 0.5390625, 0.408203125]",1014,1500,"[[1343.8975830078125, 272.48681640625, 1497.015380859375, 459.6915283203125], [1344.0543212890625, 272.9084777832031, 1497.1912841796875, 577.4008178710938], [877.5277099609375, 511.48602294921875, 958.0062866210938, 647.318115234375], [0.5501210689544678, 279.9678039550781, 316.2573547363281, 1008.8297119140625], [1248.8397216796875, 454.1891784667969, 1396.396240234375, 602.1732788085938], [1053.2115478515625, 494.10675048828125, 1100.7392578125, 645.370361328125], [385.5237731933594, 396.5914001464844, 517.1275024414062, 501.881103515625], [955.236083984375, 465.92352294921875, 1038.26025390625, 529.6133422851562]]",8
15,Hans_Gude_-_En_innsjø_landskapet_(1861).jpg,vignette,"[0.44140625, 0.6875, 0.8515625, 0.58984375, 0.60546875, 0.404296875, 0.48828125, 0.63671875, 0.5390625, 0.65625]",1009,1500,"[[144.24879455566406, 595.8642578125, 177.9034423828125, 635.556884765625], [533.3148193359375, 522.1027221679688, 715.6831665039062, 803.5626220703125], [289.0154724121094, 603.80615234375, 442.7372741699219, 782.4479370117188], [663.1712036132812, 570.3804931640625, 712.993408203125, 631.4522705078125], [1041.1494140625, 377.6991271972656, 1140.13330078125, 555.3108520507812], [176.359375, 594.2421264648438, 220.47412109375, 634.4952392578125], [847.5588989257812, 417.47515869140625, 993.7101440429688, 709.0632934570312], [755.5394897460938, 455.8687744140625, 851.894775390625, 630.5899658203125], [721.8663330078125, 612.5297241210938, 791.9796142578125, 812.0377197265625], [923.4779663085938, 353.8290710449219, 1040.5311279296875, 565.3092041015625]]",10
16,Carl_Frederik_Aagaard_-_Fjordparti_-_1874.jpg,vignette,"[0.71484375, 0.42578125, 0.66796875, 0.421875, 0.60546875, 0.484375, 0.71484375, 0.43359375, 0.44921875]",974,1400,"[[1254.3541259765625, 505.96636962890625, 1346.65478515625, 609.3944702148438], [-1.4667547941207886, 446.64990234375, 130.13882446289062, 537.0421142578125], [1118.5950927734375, 606.1401977539062, 1348.3349609375, 892.1504516601562], [118.74140167236328, 734.62841796875, 409.11688232421875, 886.7318115234375], [0.3413379192352295, 489.7454833984375, 125.41392517089844, 877.5342407226562], [120.51563262939453, 447.8177795410156, 290.38153076171875, 534.0104370117188], [802.5997924804688, 550.5411376953125, 955.81640625, 882.8949584960938], [798.269775390625, 550.9923706054688, 1002.6709594726562, 968.4814453125], [1069.2335205078125, 614.796142578125, 1127.126220703125, 701.851318359375]]",9
17,"Joseph_Mallord_William_Turner_(1775-1851)_-_House_beside_the_River,_with_Trees_and_Sheep_-_N02694_-_National_Gallery.jpg",vignette,"[0.416015625, 0.453125, 0.71484375, 0.66796875, 0.62109375, 0.6484375, 0.62890625, 0.40625, 0.419921875, 0.55859375, 0.57421875, 0.5859375, 0.52734375, 0.490234375, 0.478515625, 0.59765625, 0.6015625, 0.53515625, 0.484375, 0.52734375]",840,1154,"[[156.214111328125, 381.7011413574219, 361.8568115234375, 637.6854248046875], [756.9035034179688, 242.0653839111328, 818.59619140625, 589.6990966796875], [0.30471205711364746, 31.936311721801758, 147.7926025390625, 514.9837646484375], [835.5896606445312, 271.3324279785156, 934.3031616210938, 600.9799194335938], [637.432373046875, 353.0422058105469, 704.6565551757812, 531.2261352539062], [930.873046875, 428.7273864746094, 1023.5257568359375, 606.1514892578125], [1068.3258056640625, 261.70440673828125, 1153.64404296875, 572.2906494140625], [-0.8980622887611389, 309.1800842285156, 89.6123275756836, 459.0914306640625], [214.83221435546875, 94.69711303710938, 363.1805725097656, 462.4571228027344], [372.867431640625, 359.39642333984375, 519.6727294921875, 570.8775024414062], [484.09136962890625, 366.7626647949219, 566.2932739257812, 575.0953979492188], [127.37515258789062, 96.89814758300781, 362.7291259765625, 479.0863952636719], [103.7059097290039, 337.6114807128906, 194.63821411132812, 422.195068359375], [1013.7479248046875, 370.7198791503906, 1087.289306640625, 503.1534729003906], [881.561279296875, 480.31768798828125, 934.1802978515625, 554.9951782226562], [706.6799926757812, 299.6136169433594, 778.6859130859375, 592.8670654296875], [576.7479858398438, 286.8386535644531, 673.3834228515625, 522.7615356445312], [795.6802368164062, 236.44566345214844, 861.4942016601562, 591.0330810546875], [658.3710327148438, 488.45770263671875, 752.4323120117188, 590.3190307617188], [920.361572265625, 390.5469665527344, 1005.8067016601562, 457.3348388671875]]",20
18,18264-image.jpg,vignette,"[0.45703125, 0.455078125, 0.703125, 0.6328125, 0.419921875, 0.5390625, 0.43359375, 0.50390625]",497,755,"[[497.42218017578125, 338.1372375488281, 517.6138305664062, 355.0157775878906], [312.9251403808594, 359.97576904296875, 323.3292541503906, 368.64788818359375], [127.56010437011719, 389.580078125, 177.57437133789062, 445.1187744140625], [198.72756958007812, 377.1321105957031, 228.30284118652344, 421.3763122558594], [49.99717330932617, 406.3685302734375, 105.16986846923828, 446.990966796875], [339.1024169921875, 355.43084716796875, 348.41900634765625, 368.1728210449219], [518.5840454101562, 339.6572265625, 531.1561889648438, 359.31585693359375], [227.7959442138672, 370.1869812011719, 272.5666809082031, 408.8880615234375]]",8
19,"Johan_Christian_Dahl_-_View_at_Larsens_Plads_Copenhagen_-_NG.M.00426-013_-_National_Museum_of_Art,_Architecture_and_Design.jpg",vignette,[],714,999,[],0
20,Anton_Dorph_-_Arbejdsiver._To_tvillingepiger_siddende_i_en_klit_med_strikketøjet.png,vignette,"[0.47265625, 0.7109375]",1185,1500,"[[2.3286490440368652, 2.6796622276306152, 899.510986328125, 223.86090087890625], [265.9881591796875, 1.252711534500122, 902.1481323242188, 189.92086791992188]]",2
21,Hans_Gude_Hønefoss_1893.JPG,vignette,"[0.76953125, 0.51953125, 0.5703125, 0.671875, 0.5390625, 0.55859375, 0.54296875, 0.6953125, 0.60546875, 0.75, 0.61328125, 0.78125, 0.54296875, 0.462890625, 0.5078125, 0.62109375]",387,602,"[[491.3782043457031, 0.9110425710678101, 600.6744995117188, 244.8967742919922], [173.88148498535156, 62.30144119262695, 194.68991088867188, 79.3868637084961], [243.91104125976562, 51.74383544921875, 262.41876220703125, 81.76566314697266], [112.61897277832031, 46.727203369140625, 125.93379211425781, 77.58171081542969], [21.905153274536133, 55.031490325927734, 30.363487243652344, 65.28654479980469], [1.0810482501983643, 265.38812255859375, 60.69668960571289, 333.9578857421875], [96.78700256347656, 47.820430755615234, 113.71431732177734, 74.6825942993164], [81.9501724243164, 199.07305908203125, 95.86919403076172, 222.96751403808594], [354.2000732421875, 45.56523895263672, 372.8389892578125, 57.146575927734375], [412.40936279296875, 114.07273864746094, 493.1946716308594, 207.8576202392578], [81.81851196289062, 53.53750991821289, 95.49613952636719, 78.1786117553711], [420.5159606933594, 48.54158020019531, 474.35260009765625, 115.819580078125], [148.75375366210938, 52.596195220947266, 155.0263214111328, 62.63072204589844], [193.31350708007812, 48.579715728759766, 244.51890563964844, 90.81427001953125], [132.97999572753906, 52.64686965942383, 140.43934631347656, 62.909873962402344], [394.7838134765625, 192.52005004882812, 493.15301513671875, 260.8614501953125]]",16
22,J.M.W._Turner_-_Off_Margate.jpg,vignette,[],626,956,[],0
23,"Hans_Gude_-_From_Hallingdal_-_NG.M.01980_-_National_Museum_of_Art,_Architecture_and_Design.jpg",vignette,"[0.455078125, 0.64453125, 0.408203125, 0.67578125, 0.52734375, 0.41796875, 0.41796875, 0.404296875, 0.482421875, 0.6328125, 0.6328125, 0.408203125, 0.4296875, 0.6640625]",690,1012,"[[352.671875, 334.465087890625, 417.4722900390625, 479.08294677734375], [1.6377795934677124, 158.28684997558594, 48.93272018432617, 370.5200500488281], [751.0313110351562, 204.11929321289062, 1009.1312255859375, 511.232421875], [47.23812484741211, 187.3546600341797, 97.19287109375, 384.2469482421875], [165.3962860107422, 291.05413818359375, 189.33726501464844, 349.72393798828125], [859.569580078125, 392.341064453125, 902.6097412109375, 512.6948852539062], [74.83747863769531, 338.5379333496094, 216.0755615234375, 446.9066467285156], [354.1496887207031, 337.6769104003906, 392.2493591308594, 426.44378662109375], [324.8559875488281, 314.50189208984375, 352.1632995605469, 420.6056213378906], [520.9696044921875, 82.0560302734375, 678.6689453125, 479.32244873046875], [100.36065673828125, 82.69552612304688, 154.5503692626953, 361.19549560546875], [514.2097778320312, 224.9626007080078, 650.28662109375, 479.04425048828125], [575.8973388671875, 275.73126220703125, 781.7529907226562, 503.3819274902344], [346.8222351074219, 163.12904357910156, 535.2258911132812, 488.4862365722656]]",14
24,Joseph_Mallord_William_Turner_(1775-1851)_-_Narcissus_and_Echo_-_T03869_-_Tate.jpg,vignette,[0.8046875],836,1114,"[[717.1727905273438, 76.24671173095703, 1008.6798095703125, 703.5079956054688]]",1
25,"Carl_Dahl,_Lissabons_rhed,_,_KMS414,_Statens_Museum_for_Kunst.jpg",vignette,[],1072,1500,[],0
26,August%20Cappelen%20-%20Lake%20in%20Telemark%20-%20NG.M.02409%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg,vignette,"[0.5234375, 0.404296875, 0.75390625, 0.490234375, 0.462890625, 0.49609375, 0.63671875, 0.404296875, 0.50390625, 0.455078125, 0.57421875, 0.515625, 0.546875, 0.66796875, 0.6796875, 0.578125, 0.44921875, 0.734375, 0.5546875, 0.66015625]",690,1500,"[[472.3927917480469, 294.3740234375, 542.860595703125, 604.2213745117188], [442.2894287109375, 292.8773498535156, 612.0844116210938, 659.2407836914062], [928.7796630859375, 373.3984069824219, 996.9169311523438, 470.2999572753906], [477.8863525390625, 293.904541015625, 544.3375854492188, 487.8575744628906], [1383.6884765625, 229.96202087402344, 1472.954833984375, 370.18609619140625], [390.8227233886719, 447.5776672363281, 430.48883056640625, 568.6820678710938], [137.8772735595703, 361.2851257324219, 208.99264526367188, 528.1307983398438], [388.9759216308594, 443.6429138183594, 434.2044982910156, 605.3839721679688], [106.21696472167969, 453.62091064453125, 156.27867126464844, 596.298828125], [205.58969116210938, 431.5442199707031, 252.25909423828125, 574.841796875], [242.65586853027344, 195.454833984375, 304.93145751953125, 447.2335205078125], [426.6148681640625, 369.31463623046875, 481.6606750488281, 599.0691528320312], [222.126220703125, 197.07550048828125, 308.1603088378906, 574.9547729492188], [1238.1302490234375, 291.1063232421875, 1318.6165771484375, 427.8968200683594], [294.3876953125, 336.4548645019531, 368.5931091308594, 580.8219604492188], [992.4520263671875, 293.69970703125, 1098.6807861328125, 481.7915954589844], [1344.5172119140625, 230.35264587402344, 1475.477783203125, 390.5213623046875], [832.5260009765625, 379.6809997558594, 923.3397216796875, 527.8035278320312], [518.0862426757812, 444.2367248535156, 613.0093383789062, 657.4335327148438], [1151.47216796875, 313.7948303222656, 1237.1390380859375, 456.61669921875]]",20
27,Carl_Bøgh_-_Dåvildt_på_en_slette_i_Dyrehaven.png,vignette,"[0.546875, 0.88671875, 0.64453125, 0.73828125, 0.59375, 0.421875, 0.7890625]",1179,1500,"[[564.3201293945312, 625.5132446289062, 701.3468627929688, 739.7194213867188], [149.2584228515625, 232.06431579589844, 871.359130859375, 803.9778442382812], [1314.6678466796875, 716.5391235351562, 1501.9952392578125, 902.8617553710938], [64.73027801513672, 653.343505859375, 280.1085510253906, 746.4607543945312], [-1.3526268005371094, 426.0855407714844, 305.1242980957031, 759.4412231445312], [280.3686218261719, 557.4966430664062, 699.5328979492188, 804.72265625], [1.6052742004394531, 559.128662109375, 170.1742706298828, 732.5517578125]]",7
28,Oswald_Achenbach_-_Sonntagsspaziergang_in_der_römischen_Landschaft_(1882).jpg,vignette,"[0.53515625, 0.494140625, 0.41015625, 0.427734375, 0.68359375, 0.55078125, 0.62109375, 0.546875, 0.63671875]",1040,1500,"[[677.960693359375, 577.5865478515625, 731.1439208984375, 640.9013671875], [642.2498779296875, 591.3478393554688, 675.8092651367188, 643.7767333984375], [0.6126779913902283, 515.3333129882812, 116.49171447753906, 671.6797485351562], [92.43919372558594, 476.9275207519531, 435.3841247558594, 617.8818359375], [434.71673583984375, 520.1979370117188, 534.685546875, 617.6367797851562], [500.6000671386719, 523.0787963867188, 537.8731079101562, 612.8418579101562], [774.1962280273438, 598.1309204101562, 862.81494140625, 682.8261108398438], [859.4240112304688, 623.5673217773438, 939.7899780273438, 688.7763671875], [567.7578735351562, 533.3978271484375, 648.4320068359375, 664.4330444335938]]",9
29,Dankvart_Dreyer_-_A_View_of_a_Wooded_Landscape_in_Jutland_-_KMS3932_-_Statens_Museum_for_Kunst.jpg,vignette,"[0.68359375, 0.54296875, 0.80859375, 0.53515625, 0.408203125, 0.69921875, 0.625, 0.625, 0.44140625, 0.6953125, 0.7578125]",424,570,"[[440.815185546875, 209.92318725585938, 500.01641845703125, 306.9134521484375], [302.644775390625, 317.45849609375, 322.54052734375, 353.5873718261719], [234.90127563476562, 286.4961242675781, 267.1083984375, 345.4538269042969], [440.9044189453125, 209.9044647216797, 501.12530517578125, 359.95697021484375], [440.70770263671875, 270.3240661621094, 468.13836669921875, 308.33392333984375], [344.3787536621094, 318.7494812011719, 369.262939453125, 356.1099853515625], [104.6962890625, 263.74114990234375, 150.4053955078125, 323.00360107421875], [310.2976989746094, 304.442626953125, 335.97479248046875, 351.89825439453125], [390.1126403808594, 292.5107116699219, 416.9575500488281, 353.8212890625], [267.8232727050781, 306.8153991699219, 295.92755126953125, 353.2545166015625], [341.5737609863281, 263.4488220214844, 366.6315612792969, 297.735107421875]]",11
30,Andreas%20Achenbach%20-%20Clearing%20Up%E2%80%94Coast%20of%20Sicily%20-%20Walters%2037116.jpg,vignette,[],1081,1500,[],0
31,Johan_Fredrik_Eckersberg_-_From_Horgheim_in_Romsdal_-_Google_Art_Project.jpg,vignette,[],1014,1500,[],0
32,Dankvart_Dreyer_-_St_Knud's_Church_by_the_River_in_Odense._Autumn_-_KMS1678_-_Statens_Museum_for_Kunst.jpg,vignette,"[0.83203125, 0.490234375, 0.53515625, 0.50390625, 0.625, 0.5390625, 0.435546875, 0.498046875, 0.546875, 0.8828125, 0.68359375, 0.62890625, 0.494140625, 0.5859375]",415,546,"[[473.3232727050781, 205.90029907226562, 497.926513671875, 277.4256286621094], [147.41622924804688, 218.35533142089844, 221.57562255859375, 312.18548583984375], [398.64825439453125, 259.80609130859375, 465.3406982421875, 301.3100280761719], [-0.31013748049736023, 252.72430419921875, 37.516273498535156, 303.3373107910156], [112.70247650146484, 218.3542938232422, 221.71817016601562, 311.7239685058594], [111.77794647216797, 227.44235229492188, 160.92855834960938, 305.0151672363281], [-0.30558639764785767, 189.7646026611328, 23.850116729736328, 252.2794189453125], [489.91754150390625, 264.9690856933594, 545.9705200195312, 305.995849609375], [204.00379943847656, 263.27972412109375, 263.2880859375, 311.3992614746094], [-0.06159791350364685, 59.017982482910156, 209.89500427246094, 403.3882141113281], [62.65047073364258, 252.4107208251953, 121.5452880859375, 306.27850341796875], [244.6472930908203, 264.8958740234375, 329.66448974609375, 319.6365051269531], [438.6219787597656, 234.87918090820312, 452.1708984375, 263.7922058105469], [349.5636291503906, 267.8410339355469, 400.1253662109375, 284.9883117675781]]",14
33,"Caspar_David_Friedrich,_Efter_stormen,_1817,_KMS8817,_Statens_Museum_for_Kunst.jpg",vignette,[],1094,1500,[],0
34,"Christian_Zacho,_Vinterbillede_fra_Bretagne_Den_første_sne,_1881,_KMS1135,_Statens_Museum_for_Kunst.jpg",vignette,"[0.54296875, 0.68359375, 0.5078125, 0.45703125, 0.73046875, 0.515625, 0.4765625, 0.7890625, 0.498046875, 0.8203125, 0.408203125, 0.59375]",970,1500,"[[298.9416198730469, 462.2966003417969, 551.7476806640625, 732.1472778320312], [1328.9935302734375, 572.5026245117188, 1419.99072265625, 672.6146850585938], [1263.738037109375, 604.4674072265625, 1328.822509765625, 676.9603881835938], [1460.5758056640625, 588.6170654296875, 1500.6092529296875, 671.3299560546875], [512.8395385742188, 492.4711608886719, 682.9862670898438, 699.1992797851562], [1418.325439453125, 594.3536376953125, 1463.6278076171875, 672.5638427734375], [360.3665771484375, 461.7917175292969, 547.369384765625, 725.4164428710938], [1.3431161642074585, 15.390580177307129, 456.70281982421875, 954.5906982421875], [297.73779296875, 553.3230590820312, 381.07342529296875, 748.8491821289062], [546.9701538085938, 36.67618942260742, 1378.2186279296875, 723.47802734375], [1132.1595458984375, 612.2391357421875, 1197.2528076171875, 682.1492309570312], [1194.7645263671875, 588.0147705078125, 1271.640625, 677.3511352539062]]",12
35,Carl_Frederik_Aagaard_-_Parti_fra_Napolibugten_med_to_italienere_i_samtale_i_en_pergola_-_1879.png,vignette,"[0.41015625, 0.40625]",1500,1155,"[[46.268951416015625, 882.7562866210938, 179.3913116455078, 1016.7909545898438], [9.269414901733398, 15.625924110412598, 1151.4495849609375, 1052.81689453125]]",2
36,Knud_Baade_-_Cloud_Study_-_Google_Art_Project_(EwHQxltjDNJMdw).jpg,vignette,[],1158,1500,[],0
37,021045471140-012uMXPwVb2s.webp,vignette,"[0.453125, 0.84375, 0.703125, 0.44921875, 0.6015625, 0.486328125, 0.88671875, 0.66015625, 0.49609375, 0.45703125, 0.83203125, 0.6015625, 0.53515625, 0.44921875, 0.734375, 0.45703125, 0.5859375, 0.419921875, 0.74609375, 0.671875, 0.56640625, 0.7265625, 0.412109375, 0.79296875, 0.63671875, 0.6953125, 0.78125, 0.52734375, 0.55078125, 0.76171875, 0.7578125, 0.55859375, 0.7734375, 0.416015625, 0.40625, 0.640625, 0.5, 0.71484375, 0.59765625, 0.66796875, 0.478515625, 0.671875, 0.79296875, 0.482421875, 0.71875, 0.7109375, 0.84375, 0.75390625, 0.43359375, 0.4375]",1004,1200,"[[357.7221374511719, 719.0606689453125, 391.4739074707031, 771.1019897460938], [920.1774291992188, 60.18054962158203, 1196.6129150390625, 750.781494140625], [603.7557983398438, 665.6104125976562, 622.0695190429688, 700.4927978515625], [264.2877502441406, 617.414794921875, 286.0346984863281, 638.1507568359375], [705.9675903320312, 575.8470458984375, 739.4813232421875, 620.5603637695312], [425.7154846191406, 703.8828735351562, 522.6522216796875, 801.0348510742188], [2.1619410514831543, 111.3797607421875, 272.4836730957031, 769.5643310546875], [594.6451416015625, 583.3516235351562, 621.082275390625, 626.6327514648438], [683.4668579101562, 609.6288452148438, 709.3438110351562, 630.9566650390625], [742.7828369140625, 540.5571899414062, 834.4423217773438, 615.0511474609375], [802.7918701171875, 334.679931640625, 980.8589477539062, 775.44970703125], [639.620849609375, 642.51416015625, 654.4252319335938, 668.3919677734375], [464.9651184082031, 591.276611328125, 495.6121826171875, 645.0906372070312], [464.4745178222656, 795.2505493164062, 537.8534545898438, 855.8843994140625], [753.7466430664062, 595.5135498046875, 784.471923828125, 629.7620849609375], [293.5419921875, 623.9165649414062, 328.25128173828125, 651.8507080078125], [549.62646484375, 593.3395385742188, 565.7760620117188, 623.9313354492188], [669.9822387695312, 652.2108764648438, 693.2507934570312, 670.5614013671875], [197.5303955078125, 643.9515991210938, 280.84246826171875, 752.98876953125], [734.6033325195312, 694.1493530273438, 795.3763427734375, 738.8333740234375], [228.2975616455078, 589.9179077148438, 262.1882019042969, 638.0079956054688], [927.9607543945312, 276.813720703125, 1085.1571044921875, 752.9768676757812], [354.5478820800781, 625.5270385742188, 375.8573303222656, 652.4130859375], [250.86424255371094, 634.6408081054688, 325.6802673339844, 734.3341064453125], [427.2187805175781, 598.4451904296875, 470.0814208984375, 654.04833984375], [509.88897705078125, 590.6226196289062, 532.6773071289062, 660.0843505859375], [483.41192626953125, 679.5970458984375, 520.3931884765625, 734.7940063476562], [530.4273071289062, 618.8899536132812, 564.101806640625, 650.6454467773438], [327.7057800292969, 622.1229858398438, 358.06939697265625, 651.86328125], [352.3823547363281, 671.3037109375, 378.22332763671875, 712.7264404296875], [323.23626708984375, 670.1239624023438, 355.911865234375, 712.4348754882812], [653.5084838867188, 610.8012084960938, 671.2625732421875, 630.9744262695312], [514.35546875, 668.9022827148438, 554.2985229492188, 728.2860107421875], [6.8614301681518555, 724.211669921875, 227.6016387939453, 894.2022094726562], [655.6856079101562, 643.0759887695312, 667.1465454101562, 657.9881591796875], [498.0284118652344, 563.6968994140625, 545.159912109375, 630.9170532226562], [592.9818115234375, 642.2330932617188, 611.2677612304688, 662.5748291015625], [555.688720703125, 642.8775634765625, 602.51025390625, 716.5818481445312], [618.9989624023438, 657.4153442382812, 648.6876831054688, 685.424072265625], [612.69921875, 583.65283203125, 639.7858276367188, 624.8695068359375], [694.3468017578125, 696.9364013671875, 741.2518310546875, 729.4688720703125], [664.45654296875, 664.7621459960938, 680.8427734375, 699.6709594726562], [658.1136474609375, 579.3839721679688, 697.9796142578125, 623.0980224609375], [323.589599609375, 710.950439453125, 369.475830078125, 777.03271484375], [770.1363525390625, 611.4349975585938, 808.227783203125, 648.7617797851562], [648.3504028320312, 670.3480224609375, 666.2508544921875, 704.5025634765625], [372.2386169433594, 590.27001953125, 440.4045715332031, 712.3480834960938], [351.4339904785156, 744.7689819335938, 435.5334777832031, 865.5276489257812], [471.2351989746094, 601.2787475585938, 493.0096435546875, 645.90576171875], [393.376708984375, 727.9712524414062, 436.2485046386719, 787.8319091796875]]",50
38,Peder_Balke-Tromsø.jpg,vignette,[],383,500,[],0
