,filename,aug,scores,original_height,original_width,boxes,count
10,P._C._Skovgaard_-_Stille_Sommeraften_ved_en_Indsø.png,light_artifact,"[0.4921875, 0.4921875, 0.4921875, 0.515625, 0.53125, 0.412109375]",1182,1500,"[[555.6595458984375, 573.07421875, 639.2728881835938, 737.7432861328125], [353.2225341796875, 518.7069702148438, 475.4906921386719, 743.288818359375], [-2.017110586166382, 1.1610603332519531, 450.2179870605469, 1094.7059326171875], [455.50946044921875, 509.8797912597656, 574.35205078125, 744.56884765625], [534.7634887695312, 1.1275248527526855, 1504.408447265625, 959.9658813476562], [681.6621704101562, 197.25143432617188, 1202.1112060546875, 945.5944213867188]]",6
11,"Turner_-_Regulus,_1828,_reworked_1837,_N00519.jpg",light_artifact,[],1095,1500,[],0
12,"F._C._Kiærskou_-_Forest_scene_in_Jægersborg_Dyrehave,_Copenhagen_(1854).jpg",light_artifact,"[0.8359375, 0.70703125, 0.8203125, 0.8046875, 0.462890625, 0.5625, 0.84765625, 0.52734375, 0.7265625]",848,1200,"[[333.3402099609375, 500.140380859375, 396.60986328125, 608.8922729492188], [483.2473449707031, 432.2131042480469, 661.1206665039062, 604.2938842773438], [1018.2797241210938, 265.10968017578125, 1202.521728515625, 634.8810424804688], [151.1054229736328, 325.6589050292969, 338.3597717285156, 635.9261474609375], [38.06439208984375, 264.00836181640625, 193.57554626464844, 620.2230224609375], [-1.420256495475769, 244.82809448242188, 193.47216796875, 619.8837280273438], [614.1795043945312, 190.14584350585938, 933.277099609375, 654.32470703125], [-3.9392306804656982, 243.88851928710938, 104.9531021118164, 530.422119140625], [859.6742553710938, 286.87774658203125, 1047.5218505859375, 653.872314453125]]",9
13,"Johan_Christian_Dahl_-_Nordic_Landscape_with_a_dead_Tree_-_NG.M.00410_-_National_Museum_of_Art,_Architecture_and_Design.jpg",light_artifact,"[0.41015625, 0.4140625, 0.79296875, 0.8125, 0.796875, 0.466796875, 0.7109375, 0.68359375, 0.6328125]",1223,1500,"[[780.008544921875, 511.3743896484375, 805.017822265625, 532.29541015625], [781.06787109375, 559.4086303710938, 822.6696166992188, 593.795166015625], [527.6566162109375, 575.5360717773438, 701.9410400390625, 979.42822265625], [1220.71484375, 648.5938110351562, 1440.3011474609375, 892.8140869140625], [29.9330997467041, 690.8626708984375, 191.92034912109375, 990.20654296875], [368.70306396484375, 717.8356323242188, 413.07611083984375, 769.3421020507812], [730.5591430664062, 505.8191223144531, 760.5545654296875, 534.13623046875], [831.1234130859375, 498.625, 859.8280639648438, 523.7300415039062], [958.550048828125, 643.4779663085938, 984.2960815429688, 667.026123046875]]",9
14,Carl_Frederik_Aagaard_-_Gamle_Piletræer_ved_en_Indsø.png,light_artifact,"[0.53515625, 0.40234375, 0.4921875, 0.52734375, 0.42578125, 0.427734375, 0.53125]",1014,1500,"[[1343.9578857421875, 272.4925537109375, 1496.993896484375, 462.1102294921875], [879.072998046875, 514.3623657226562, 956.5697021484375, 646.3114624023438], [1344.350830078125, 273.2966003417969, 1497.1429443359375, 577.6568603515625], [-0.2200976014137268, 279.23980712890625, 305.20123291015625, 946.8952026367188], [1248.0103759765625, 454.4759826660156, 1398.1436767578125, 606.8700561523438], [1054.3988037109375, 495.314208984375, 1101.707275390625, 646.079833984375], [386.2088317871094, 396.8686828613281, 516.9485473632812, 502.1980285644531]]",7
15,Hans_Gude_-_En_innsjø_landskapet_(1861).jpg,light_artifact,"[0.6796875, 0.68359375, 0.6328125, 0.41015625, 0.56640625, 0.8203125, 0.6015625, 0.59765625, 0.470703125, 0.53515625, 0.439453125]",1009,1500,"[[923.60498046875, 353.8414611816406, 1039.9349365234375, 565.5692138671875], [533.4295043945312, 522.34375, 717.5698852539062, 805.8924560546875], [755.9501342773438, 456.00067138671875, 851.8582153320312, 630.281005859375], [1313.2738037109375, 374.95379638671875, 1444.08447265625, 623.7692260742188], [721.7698974609375, 612.7564086914062, 794.3511352539062, 810.061279296875], [288.7054443359375, 603.8969116210938, 442.7159118652344, 782.2951049804688], [663.3944091796875, 570.4366455078125, 713.57470703125, 631.1478881835938], [1041.7890625, 378.50274658203125, 1140.04541015625, 551.6223754882812], [176.35110473632812, 594.729736328125, 220.62257385253906, 633.783203125], [144.26426696777344, 595.9285278320312, 178.07965087890625, 635.2533569335938], [848.7015380859375, 418.4794921875, 992.5830688476562, 699.5724487304688]]",11
16,Carl_Frederik_Aagaard_-_Fjordparti_-_1874.jpg,light_artifact,"[0.734375, 0.5078125, 0.7109375, 0.66015625, 0.494140625, 0.57421875, 0.74609375, 0.55859375, 0.443359375]",974,1400,"[[1254.9569091796875, 505.8238525390625, 1346.6109619140625, 609.2716674804688], [-1.9722058773040771, 446.1416015625, 127.8468017578125, 537.9945068359375], [1118.95361328125, 606.3275756835938, 1348.9083251953125, 891.4705200195312], [-1.1225275993347168, 489.4873046875, 128.00048828125, 878.2559204101562], [118.23925018310547, 734.4180908203125, 408.8948669433594, 886.6021118164062], [-0.28950199484825134, 489.8658142089844, 126.23985290527344, 794.3981323242188], [803.3372192382812, 550.6482543945312, 954.3750610351562, 882.5758056640625], [121.49577331542969, 447.8248291015625, 290.7337341308594, 534.0903930664062], [1069.3677978515625, 614.9334106445312, 1127.0882568359375, 702.20458984375]]",9
17,"Joseph_Mallord_William_Turner_(1775-1851)_-_House_beside_the_River,_with_Trees_and_Sheep_-_N02694_-_National_Gallery.jpg",light_artifact,"[0.703125, 0.671875, 0.609375, 0.64453125, 0.64453125, 0.443359375, 0.56640625, 0.5625, 0.40625, 0.5625, 0.54296875, 0.490234375, 0.40625, 0.58984375, 0.48046875, 0.58984375, 0.40234375, 0.44921875, 0.546875, 0.453125]",840,1154,"[[-0.5934662818908691, 31.457136154174805, 148.851318359375, 515.5923461914062], [835.4080200195312, 271.1694030761719, 933.8224487304688, 599.4853515625], [637.6873168945312, 352.6129150390625, 703.273681640625, 530.5581665039062], [931.4554443359375, 429.50543212890625, 1023.3328247070312, 607.5401000976562], [1068.5777587890625, 261.9117431640625, 1154.7984619140625, 573.5122680664062], [-2.1255900859832764, 309.206787109375, 95.36612701416016, 457.68218994140625], [373.0751037597656, 359.5521240234375, 519.2632446289062, 571.4134521484375], [483.7705993652344, 366.9362487792969, 566.2559814453125, 578.6968383789062], [156.36126708984375, 381.45843505859375, 362.2092590332031, 638.5474853515625], [127.85359954833984, 98.00886535644531, 362.63153076171875, 471.50909423828125], [104.50079345703125, 338.4006042480469, 193.3748779296875, 422.09808349609375], [214.51185607910156, 94.59988403320312, 362.3050537109375, 459.9034118652344], [877.14306640625, 480.6800537109375, 933.7310791015625, 555.4359130859375], [706.498779296875, 299.5245666503906, 778.677978515625, 592.0790405273438], [756.9494018554688, 243.0927734375, 817.7715454101562, 589.7178955078125], [576.3151245117188, 286.9015808105469, 673.6309204101562, 516.3400268554688], [129.28346252441406, 493.3807067871094, 264.76751708984375, 621.0697631835938], [920.9320068359375, 391.107666015625, 1003.6542358398438, 458.23541259765625], [795.3228759765625, 236.48312377929688, 860.6377563476562, 586.81884765625], [657.500244140625, 489.6737976074219, 751.261474609375, 589.088623046875]]",20
18,18264-image.jpg,light_artifact,"[0.419921875, 0.5078125, 0.5625]",497,755,"[[339.17059326171875, 355.5889587402344, 348.3083190917969, 367.82293701171875], [197.78672790527344, 377.5969543457031, 227.69140625, 421.46533203125], [127.70482635498047, 389.7775573730469, 176.91136169433594, 444.83551025390625]]",3
19,"Johan_Christian_Dahl_-_View_at_Larsens_Plads_Copenhagen_-_NG.M.00426-013_-_National_Museum_of_Art,_Architecture_and_Design.jpg",light_artifact,[],714,999,[],0
20,Anton_Dorph_-_Arbejdsiver._To_tvillingepiger_siddende_i_en_klit_med_strikketøjet.png,light_artifact,"[0.45703125, 0.6875, 0.6484375]",1185,1500,"[[0.4133842885494232, 3.55936861038208, 277.5465087890625, 144.3133087158203], [267.4939880371094, 1.6444956064224243, 903.121337890625, 189.32705688476562], [2.720341205596924, 3.6699864864349365, 902.5381469726562, 191.78781127929688]]",3
21,Hans_Gude_Hønefoss_1893.JPG,light_artifact,"[0.40234375, 0.72265625, 0.51953125, 0.671875, 0.5859375, 0.64453125, 0.5546875, 0.55859375, 0.71484375, 0.59375, 0.73828125, 0.62890625, 0.76171875, 0.55078125, 0.44921875, 0.5078125, 0.6328125]",387,602,"[[500.2926025390625, 266.1419982910156, 564.4500732421875, 324.7918701171875], [490.7332763671875, 0.6400976181030273, 600.3946533203125, 244.80870056152344], [173.77743530273438, 62.61534118652344, 194.6484832763672, 79.30787658691406], [112.67249298095703, 46.943477630615234, 126.152099609375, 77.81185913085938], [21.797794342041016, 55.04664993286133, 30.24838638305664, 65.39273071289062], [1.6489055156707764, 265.4820556640625, 60.840938568115234, 334.8995056152344], [243.92828369140625, 51.84807586669922, 262.6496887207031, 81.7864990234375], [96.44322204589844, 47.9418830871582, 113.68793487548828, 74.8620834350586], [81.88480377197266, 199.2808837890625, 95.82603454589844, 222.94683837890625], [354.38043212890625, 45.542659759521484, 372.8858337402344, 57.02728271484375], [412.16973876953125, 114.06588745117188, 493.2030029296875, 207.9608612060547], [81.77323150634766, 53.74252700805664, 95.40666961669922, 78.20894622802734], [420.6710205078125, 48.63734817504883, 474.3079833984375, 116.1925048828125], [148.7088165283203, 52.81612777709961, 154.9438934326172, 62.59591293334961], [192.48902893066406, 48.8017578125, 244.65689086914062, 91.03006744384766], [132.9688262939453, 52.74580001831055, 140.32772827148438, 62.69081115722656], [395.12933349609375, 192.41282653808594, 493.3034362792969, 260.5664978027344]]",17
22,J.M.W._Turner_-_Off_Margate.jpg,light_artifact,[],626,956,[],0
23,"Hans_Gude_-_From_Hallingdal_-_NG.M.01980_-_National_Museum_of_Art,_Architecture_and_Design.jpg",light_artifact,"[0.66796875, 0.70703125, 0.4609375, 0.58203125, 0.546875, 0.51171875, 0.4296875, 0.5, 0.65625, 0.6640625, 0.439453125, 0.63671875]",690,1012,"[[1.9543440341949463, 157.9613037109375, 48.70792770385742, 370.45867919921875], [46.96942901611328, 187.1983642578125, 96.8529052734375, 385.9468078613281], [355.77996826171875, 339.1978454589844, 388.3598937988281, 424.2994079589844], [859.0585327148438, 393.509033203125, 903.79296875, 537.2454833984375], [166.4813995361328, 291.14111328125, 189.3433074951172, 350.4629211425781], [902.9183349609375, 437.9854736328125, 941.9058837890625, 544.904296875], [74.44389343261719, 338.8842468261719, 216.19093322753906, 447.3303527832031], [326.3392333984375, 315.959716796875, 351.64794921875, 420.25604248046875], [521.475341796875, 81.90087890625, 680.060302734375, 479.43377685546875], [101.22484588623047, 81.97081756591797, 155.03460693359375, 361.79058837890625], [570.2091064453125, 275.19476318359375, 787.6528930664062, 504.22198486328125], [347.19842529296875, 162.93446350097656, 534.6421508789062, 488.62005615234375]]",12
24,Joseph_Mallord_William_Turner_(1775-1851)_-_Narcissus_and_Echo_-_T03869_-_Tate.jpg,light_artifact,[0.8046875],836,1114,"[[717.72119140625, 76.13838195800781, 1007.9098510742188, 710.3490600585938]]",1
25,"Carl_Dahl,_Lissabons_rhed,_,_KMS414,_Statens_Museum_for_Kunst.jpg",light_artifact,[],1072,1500,[],0
26,August%20Cappelen%20-%20Lake%20in%20Telemark%20-%20NG.M.02409%20-%20National%20Museum%20of%20Art%2C%20Architecture%20and%20Design.jpg,light_artifact,"[0.609375, 0.443359375, 0.451171875, 0.486328125, 0.51171875, 0.431640625, 0.453125, 0.51171875, 0.54296875, 0.51171875, 0.478515625, 0.56640625, 0.45703125, 0.51171875]",690,1500,"[[929.518798828125, 373.93365478515625, 997.2068481445312, 470.293701171875], [242.30580139160156, 194.59921264648438, 304.7159423828125, 445.04144287109375], [474.19049072265625, 294.1518859863281, 544.1024780273438, 604.9776611328125], [-1.0379366874694824, 477.52679443359375, 50.2640495300293, 591.9542846679688], [105.34569549560547, 453.5847473144531, 158.65289306640625, 598.3176879882812], [427.33905029296875, 369.32171630859375, 484.2776184082031, 599.5406494140625], [227.60389709472656, 195.5264892578125, 308.2294921875, 574.056396484375], [1237.8165283203125, 290.9680480957031, 1318.9437255859375, 428.29052734375], [295.1456604003906, 336.82073974609375, 368.6836853027344, 581.4451904296875], [137.4239044189453, 361.4734191894531, 209.03509521484375, 531.036376953125], [993.3339233398438, 293.96600341796875, 1098.48388671875, 481.6884765625], [832.994873046875, 379.7113952636719, 923.0479125976562, 527.310302734375], [520.721435546875, 443.9668273925781, 613.2315673828125, 657.8812866210938], [1151.6295166015625, 313.19189453125, 1236.5213623046875, 455.5632629394531]]",14
27,Carl_Bøgh_-_Dåvildt_på_en_slette_i_Dyrehaven.png,light_artifact,"[0.58984375, 0.59375, 0.74609375, 0.6015625, 0.416015625, 0.8046875, 0.8828125]",1179,1500,"[[564.848876953125, 625.8409423828125, 701.55224609375, 739.0882568359375], [1315.0008544921875, 715.68896484375, 1504.473388671875, 903.1710815429688], [64.04490661621094, 653.5054931640625, 279.7519836425781, 747.097412109375], [-2.0974316596984863, 425.651123046875, 304.4296875, 758.9917602539062], [278.2217102050781, 558.2850341796875, 677.6860961914062, 805.7913208007812], [1.318708062171936, 558.99560546875, 170.65924072265625, 733.6469116210938], [143.02687072753906, 232.11367797851562, 868.8917846679688, 806.4490966796875]]",7
28,Oswald_Achenbach_-_Sonntagsspaziergang_in_der_römischen_Landschaft_(1882).jpg,light_artifact,"[0.404296875, 0.5703125, 0.47265625, 0.71875, 0.423828125, 0.404296875, 0.5703125, 0.4375, 0.4921875, 0.625]",1040,1500,"[[771.2671508789062, 598.1190795898438, 940.4730224609375, 688.8299560546875], [677.2457275390625, 577.8896484375, 730.8264770507812, 638.7520141601562], [642.3937377929688, 591.7445068359375, 675.6525268554688, 642.579345703125], [434.7806396484375, 520.5181274414062, 538.1336669921875, 617.604736328125], [-1.7298403978347778, 516.5426635742188, 108.71894073486328, 651.2158203125], [497.95001220703125, 523.7713012695312, 536.4506225585938, 613.165771484375], [773.6792602539062, 598.8418579101562, 861.8414916992188, 682.8535766601562], [93.6728744506836, 477.13677978515625, 435.28399658203125, 617.1598510742188], [858.4859008789062, 623.342529296875, 941.02783203125, 688.8028564453125], [565.4502563476562, 533.6534423828125, 644.1736450195312, 661.9531860351562]]",10
29,Dankvart_Dreyer_-_A_View_of_a_Wooded_Landscape_in_Jutland_-_KMS3932_-_Statens_Museum_for_Kunst.jpg,light_artifact,"[0.45703125, 0.8203125, 0.6484375, 0.703125, 0.453125, 0.45703125, 0.416015625, 0.734375, 0.44921875, 0.41796875, 0.64453125, 0.453125, 0.52734375, 0.50390625, 0.73046875, 0.67578125, 0.78515625, 0.453125]",424,570,"[[405.8943176269531, 276.9965515136719, 420.2787780761719, 308.1103820800781], [235.72018432617188, 287.0523376464844, 266.937255859375, 345.3689270019531], [104.59432220458984, 263.6324157714844, 149.89663696289062, 323.2229919433594], [441.29998779296875, 210.3558807373047, 532.1032104492188, 365.3088073730469], [-0.5695382356643677, 267.4071044921875, 33.12459945678711, 320.08013916015625], [542.462646484375, 269.31402587890625, 569.9718627929688, 359.7035217285156], [500.17291259765625, 266.2721252441406, 537.0031127929688, 361.5847473144531], [344.94708251953125, 318.9696960449219, 369.07232666015625, 356.2005615234375], [441.4862060546875, 210.1671142578125, 502.3469543457031, 363.4609375], [439.2784118652344, 269.21142578125, 470.0057373046875, 331.8226623535156], [301.524169921875, 317.67138671875, 322.19049072265625, 353.681884765625], [541.912109375, 312.6900329589844, 571.0591430664062, 359.8660583496094], [546.127685546875, 268.39178466796875, 568.6829833984375, 313.5159912109375], [390.29425048828125, 293.08587646484375, 417.9620666503906, 353.9157409667969], [268.0876159667969, 306.9523620605469, 295.8078308105469, 354.4665832519531], [311.69512939453125, 304.630126953125, 335.6369934082031, 351.8479309082031], [342.1657409667969, 263.7303466796875, 366.1715393066406, 297.6856994628906], [441.0525817871094, 268.9832763671875, 469.2353210449219, 307.6572265625]]",18
30,Andreas%20Achenbach%20-%20Clearing%20Up%E2%80%94Coast%20of%20Sicily%20-%20Walters%2037116.jpg,light_artifact,[],1081,1500,[],0
31,Johan_Fredrik_Eckersberg_-_From_Horgheim_in_Romsdal_-_Google_Art_Project.jpg,light_artifact,[],1014,1500,[],0
32,Dankvart_Dreyer_-_St_Knud's_Church_by_the_River_in_Odense._Autumn_-_KMS1678_-_Statens_Museum_for_Kunst.jpg,light_artifact,"[0.7890625, 0.416015625, 0.51953125, 0.6015625, 0.6640625, 0.5703125, 0.498046875, 0.55859375, 0.51953125, 0.58203125, 0.8125, 0.427734375, 0.61328125, 0.515625, 0.578125]",415,546,"[[473.5323486328125, 205.80340576171875, 497.935302734375, 277.5844421386719], [149.09059143066406, 218.888427734375, 221.54148864746094, 313.1690673828125], [398.25140380859375, 260.1626281738281, 465.4380798339844, 301.40142822265625], [-0.37781503796577454, 252.70223999023438, 37.19926452636719, 303.3895568847656], [63.53956985473633, 252.3929901123047, 121.87742614746094, 305.5509338378906], [112.61732482910156, 218.65269470214844, 221.54478454589844, 312.5359802246094], [111.5039291381836, 227.8068389892578, 161.23687744140625, 305.9323425292969], [489.2021789550781, 265.0733947753906, 544.6536865234375, 306.0443420410156], [202.25303649902344, 263.5868835449219, 263.6475830078125, 311.6955871582031], [-0.8440321683883667, 190.7055206298828, 54.66357421875, 414.7781066894531], [0.07708078622817993, 58.52192687988281, 209.5429229736328, 404.1627502441406], [-0.19736391305923462, 298.760498046875, 55.570533752441406, 415.412353515625], [244.41404724121094, 265.2015380859375, 329.4861145019531, 319.80963134765625], [438.9958190917969, 234.96961975097656, 452.2591857910156, 263.86297607421875], [349.0361328125, 268.0624084472656, 400.23760986328125, 285.1142272949219]]",15
33,"Caspar_David_Friedrich,_Efter_stormen,_1817,_KMS8817,_Statens_Museum_for_Kunst.jpg",light_artifact,[],1094,1500,[],0
34,"Christian_Zacho,_Vinterbillede_fra_Bretagne_Den_første_sne,_1881,_KMS1135,_Statens_Museum_for_Kunst.jpg",light_artifact,"[0.40234375, 0.53125, 0.69921875, 0.66796875, 0.490234375, 0.4609375, 0.5, 0.458984375, 0.7421875, 0.4609375, 0.8046875, 0.5703125]",970,1500,"[[298.83343505859375, 474.63800048828125, 682.4275512695312, 724.5674438476562], [298.5391540527344, 469.26153564453125, 556.5416259765625, 732.9007568359375], [515.304931640625, 495.7317199707031, 680.986328125, 700.2777099609375], [1327.6895751953125, 572.6726684570312, 1420.370361328125, 672.7833251953125], [1263.4578857421875, 604.806640625, 1327.858642578125, 677.3744506835938], [1460.57421875, 588.8948974609375, 1500.584716796875, 671.5880737304688], [1418.9063720703125, 594.0435180664062, 1464.2857666015625, 672.8162841796875], [365.2242431640625, 468.43731689453125, 548.8516845703125, 726.0730590820312], [2.4290754795074463, 15.626442909240723, 407.1783752441406, 953.2836303710938], [297.99267578125, 554.2693481445312, 381.7088623046875, 746.3302001953125], [562.7998046875, 36.787254333496094, 1377.3218994140625, 722.8052368164062], [1194.1568603515625, 588.5623168945312, 1271.7607421875, 677.402099609375]]",12
35,Carl_Frederik_Aagaard_-_Parti_fra_Napolibugten_med_to_italienere_i_samtale_i_en_pergola_-_1879.png,light_artifact,[0.41015625],1500,1155,"[[8.913322448730469, 14.27096176147461, 1154.9227294921875, 1059.8875732421875]]",1
36,Knud_Baade_-_Cloud_Study_-_Google_Art_Project_(EwHQxltjDNJMdw).jpg,light_artifact,[],1158,1500,[],0
37,021045471140-012uMXPwVb2s.webp,light_artifact,"[0.85546875, 0.69140625, 0.4609375, 0.58984375, 0.482421875, 0.88671875, 0.65625, 0.431640625, 0.57421875, 0.83203125, 0.5, 0.46484375, 0.7265625, 0.46875, 0.5625, 0.412109375, 0.44140625, 0.7265625, 0.6796875, 0.56640625, 0.734375, 0.671875, 0.796875, 0.625, 0.52734375, 0.76953125, 0.625, 0.54296875, 0.765625, 0.765625, 0.4609375, 0.61328125, 0.765625, 0.45703125, 0.6015625, 0.625, 0.69921875, 0.69140625, 0.5703125, 0.8046875, 0.455078125, 0.65625, 0.46875, 0.70703125, 0.84765625, 0.75, 0.423828125]",1004,1200,"[[920.2896118164062, 60.49565124511719, 1195.7696533203125, 750.9661865234375], [603.868408203125, 665.5733032226562, 622.150634765625, 700.2537841796875], [264.7018127441406, 617.3496704101562, 286.0290832519531, 638.1259765625], [705.933837890625, 573.3829345703125, 740.9927978515625, 619.8864135742188], [425.56243896484375, 704.973388671875, 523.7725219726562, 798.6703491210938], [2.7314634323120117, 111.24520111083984, 270.4211730957031, 773.5801391601562], [595.3452758789062, 583.65185546875, 621.8919677734375, 626.8319702148438], [742.6689453125, 541.4910888671875, 833.7281494140625, 614.6987915039062], [327.458984375, 623.15576171875, 357.7054443359375, 651.9921875], [803.4908447265625, 335.5511474609375, 980.6781005859375, 775.6569213867188], [591.2839965820312, 642.2457275390625, 611.456298828125, 662.9506225585938], [464.00811767578125, 793.8720092773438, 537.4661865234375, 856.216064453125], [754.2640380859375, 595.5717163085938, 784.5494384765625, 629.4625854492188], [683.8657836914062, 610.1202392578125, 709.5879516601562, 631.2222290039062], [550.1116333007812, 594.4036254882812, 565.90673828125, 624.3319702148438], [670.2606201171875, 652.5044555664062, 693.1568603515625, 671.9619750976562], [296.8728942871094, 625.1299438476562, 328.2569274902344, 651.4500732421875], [197.0890655517578, 644.8095703125, 281.6680908203125, 753.3428344726562], [734.5655517578125, 694.00537109375, 795.3731689453125, 738.721923828125], [228.6520233154297, 590.6644287109375, 262.1138916015625, 637.867431640625], [928.2025756835938, 278.35919189453125, 1084.734130859375, 752.8993530273438], [664.5892944335938, 665.311279296875, 680.738037109375, 699.960205078125], [250.70530700683594, 635.0587768554688, 325.5521240234375, 734.0554809570312], [428.71466064453125, 600.27197265625, 466.5826721191406, 653.8768310546875], [530.2802734375, 619.4592895507812, 563.5155639648438, 651.2747802734375], [483.42706298828125, 679.8941650390625, 520.3978271484375, 735.082275390625], [510.97369384765625, 591.5390014648438, 533.592529296875, 660.7893676757812], [652.9537963867188, 611.6731567382812, 670.6183471679688, 632.3120727539062], [352.4892272949219, 671.46923828125, 378.1346435546875, 712.6243896484375], [323.3645324707031, 670.65478515625, 355.9520263671875, 712.3482055664062], [355.1346435546875, 627.1776733398438, 377.1300354003906, 653.39697265625], [465.0748291015625, 592.9251098632812, 494.83599853515625, 644.8167114257812], [514.1373901367188, 669.048095703125, 554.2699584960938, 728.5896606445312], [6.092369556427002, 724.0939331054688, 238.77418518066406, 894.9534301757812], [639.7906494140625, 642.9614868164062, 654.1627197265625, 668.3165283203125], [498.24005126953125, 564.2719116210938, 544.3707885742188, 633.3159790039062], [648.333984375, 670.1297607421875, 666.290771484375, 704.3577270507812], [555.4114379882812, 643.1183471679688, 601.6318359375, 716.8600463867188], [619.299072265625, 657.7532958984375, 648.6454467773438, 685.1055297851562], [658.6530151367188, 579.6221313476562, 697.7672119140625, 624.1580810546875], [694.5990600585938, 697.1761474609375, 741.1629638671875, 729.2483520507812], [612.7430419921875, 583.7762451171875, 639.4774780273438, 624.7152709960938], [323.68023681640625, 711.2715454101562, 371.96820068359375, 779.63330078125], [771.0419921875, 611.9989624023438, 808.2529907226562, 649.1195068359375], [372.8901062011719, 590.90673828125, 440.1407470703125, 711.9674682617188], [350.13726806640625, 743.9057006835938, 435.61407470703125, 866.6293334960938], [393.098388671875, 728.2864379882812, 435.4482727050781, 786.8291015625]]",47
38,Peder_Balke-Tromsø.jpg,light_artifact,[],383,500,[],0
